Timestamp,F1_415nm,F2_445nm,F3_480nm,F4_515nm,F5_555nm,F6_590nm,F7_630nm,F8_680nm
2025-08-01 00:52:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 00:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:02:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:06:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 01:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:12:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 01:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:20:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:40:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 01:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:42:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:45:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:52:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 01:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:02:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 02:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:06:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:20:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:22:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 02:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:37:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 02:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:42:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:45:30,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
2025-08-01 02:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:52:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 02:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:02:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:06:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:20:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:36:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:37:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:39:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:40:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:41:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:42:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:43:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:44:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:45:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:46:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:47:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:48:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:49:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:50:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:51:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:52:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:53:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:54:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:55:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:56:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:57:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:58:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 03:59:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:00:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:01:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:02:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:03:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:04:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:05:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:06:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:07:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 04:08:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:09:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:10:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:11:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:12:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:13:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:14:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:15:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:16:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:17:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:18:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:19:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:20:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:21:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:22:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 04:23:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:24:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:25:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:26:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:27:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:28:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 04:29:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:30:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:31:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:32:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:33:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:34:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:35:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:36:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:37:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:38:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:39:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:40:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:41:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:42:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:43:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:44:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:45:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:46:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:47:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:48:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:49:31,0.00,0.00,0.00,0.00,0.38,1.66,0.00,0.00
2025-08-01 04:50:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:51:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:52:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 04:53:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:54:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:55:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:56:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:57:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:58:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 04:59:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:00:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:01:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 05:02:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:03:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:04:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:05:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:06:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:07:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:08:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:09:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:10:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:11:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:12:31,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 05:13:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:14:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:15:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:16:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:17:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:18:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:19:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:20:31,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00
2025-08-01 05:21:31,0.00,0.00,0.00,0.00,0.31,0.34,0.00,0.00
2025-08-01 05:22:31,0.00,0.00,0.00,0.00,0.38,2.00,0.00,0.00
2025-08-01 05:23:31,0.00,0.00,0.00,0.00,1.10,2.00,0.00,0.00
2025-08-01 05:24:31,0.00,0.00,0.00,0.00,1.48,2.00,0.00,0.00
2025-08-01 05:25:31,0.00,0.00,0.03,0.21,4.03,3.93,0.00,0.97
2025-08-01 05:26:31,0.00,0.00,0.00,0.00,0.38,1.59,0.00,0.00
2025-08-01 05:27:31,0.00,0.00,0.00,0.00,0.10,0.07,0.00,0.00
2025-08-01 05:28:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:29:31,0.00,0.00,0.00,0.00,0.03,0.07,0.00,0.00
2025-08-01 05:30:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:31:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:32:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:33:31,0.00,0.00,0.00,0.00,0.21,0.76,0.00,0.00
2025-08-01 05:34:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:35:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:36:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:37:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:38:31,0.00,0.00,0.00,0.00,0.10,0.34,0.00,0.00
2025-08-01 05:39:31,0.00,0.00,0.00,0.00,0.28,0.14,0.00,0.00
2025-08-01 05:40:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 05:41:31,0.03,0.03,0.03,1.03,7.52,1.93,1.86,3.83
2025-08-01 05:42:31,0.00,0.55,0.00,1.00,9.97,2.00,3.00,5.00
2025-08-01 05:43:31,0.28,1.24,1.21,2.14,17.79,8.97,2.83,4.41
2025-08-01 05:44:31,1.97,4.00,4.97,7.07,47.52,23.93,9.07,11.55
2025-08-01 05:45:31,1.79,3.41,4.34,6.45,43.52,22.38,7.90,9.93
2025-08-01 05:46:31,1.14,3.00,3.97,5.28,38.55,20.00,7.00,8.00
2025-08-01 05:47:31,1.00,3.00,3.03,5.07,34.79,18.00,6.00,7.00
2025-08-01 05:48:31,1.00,2.31,3.00,4.21,31.97,16.79,5.21,6.93
2025-08-01 05:49:31,1.00,2.03,2.93,4.07,29.17,16.00,5.00,6.00
2025-08-01 05:50:31,1.00,2.00,2.72,4.28,28.45,15.52,5.00,6.00
2025-08-01 05:51:31,1.00,2.00,2.62,3.90,28.00,14.83,4.93,6.00
2025-08-01 05:52:31,1.00,2.00,2.55,3.76,27.97,14.59,4.55,6.00
2025-08-01 05:53:31,1.00,2.03,2.97,4.07,29.00,16.07,5.00,6.00
2025-08-01 05:54:31,1.00,2.03,2.97,4.24,29.17,16.14,5.00,6.00
2025-08-01 05:55:31,1.00,2.17,3.00,4.03,30.00,16.00,5.00,6.00
2025-08-01 05:56:31,1.00,2.14,3.00,4.10,30.00,16.03,5.00,6.00
2025-08-01 05:57:31,1.00,2.03,3.00,4.14,30.00,16.03,5.00,6.00
2025-08-01 05:58:31,1.00,2.14,3.00,4.03,31.00,17.00,5.00,6.00
2025-08-01 05:59:31,1.00,2.10,3.00,4.10,30.00,16.24,5.00,6.00
2025-08-01 06:00:31,1.00,2.34,3.00,4.10,30.97,16.17,5.00,6.00
